,ID,Job,Jobs_Group,Profile,Remote,Company,State,ExpenditurePerCapita,Low_Salary,High_Salary,Mean_Salary,Education_level,Skills1,Skills2,Skills3,Skills4,Skills5,Skills6,Skills7,Skills8,Skills9,Skills10,Skills11,Skills12,Skills13,Skills14,Skills15,Skills16,Skills17,Skills18,Skills19,Skills20,Skills21,Skills22
65694,job_7c27a83cfc384e45,Applied Mathematician,Statistician/Mathemathics,Junior,On_Site,"VIPlatinum Escrow, Inc.",California,46181,69000,108000,88500,Master,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,,
65704,job_5362a45c5f0f7feb,Data Scientist,Data Scientist,Junior,On_Site,"Ascend Analytics, LLC",Colorado,50016,80000,120000,100000,Bachelor,SQL,Oracle,Docker,Bachelor,AWS,Python,Pandas,Azure,SciKit,,,,,,,,,,,,,
65715,job_627b5a6108adbebe,Data Scientist,Data Scientist,Junior,Remote,WCG,New Jersey,47607,51500,72000,61750,Bachelor,SQL,Power BI,Bachelor,Python,R,,,,,,,,,,,,,,,,,
65744,job_f4c941f9ebeddb9c,Artificial Intelligence Research Fellow,ML/AI Engineer,Junior,Remote,University of Michigan,Michigan,45641,50000,60000,55000,Not specified,Artificial Intelligence,,,,,,,,,,,,,,,,,,,,,
65751,job_09792657bdca84c0,"Analyst 1, Statistical Researcher",Statistician/Mathemathics,Junior,On_Site,Salt Lake Community College,Utah,43957,55940,60736,58338,Master,Tableau,SQL,Bachelor,Cognos,Master,,,,,,,,,,,,,,,,,
65759,job_165aea575bbebac5,Data Scientist,Data Scientist,Junior,On_Site,Ascend Analytics,Colorado,50016,80000,120000,100000,Bachelor,SQL,Oracle,Docker,Bachelor,AWS,Python,Pandas,Azure,SciKit,,,,,,,,,,,,,
65774,job_24a895c4a5976343,Data Scientist,Data Scientist,Junior,Hybrid,Legal Services Corporation,District Of Columbia,65469,90344,101757,96050.5,Bachelor,Tableau,Jira,Office,SQL,JavaScript,Power BI,Bachelor,Python,AWS,R,HTML,CSS,GitHub,,,,,,,,,
65795,job_a58db5abfbe66d01,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,"vivoVerse, Inc",Texas,43376,60000,100000,80000,Bachelor,NumPy,Machine Learning,Bachelor,AWS,Python,Azure,,,,,,,,,,,,,,,,
65824,job_04389ac9a12657ae,Data Scientist,Data Scientist,Junior,On_Site,University of South Carolina,South Carolina,42576,54165,81247,67706,Not specified,Excel,Word,Tableau,,,,,,,,,,,,,,,,,,,
65831,job_7549c96701a4171e,Data Scientist,Data Scientist,Junior,Remote,Merck Sharp & Dohme,New Jersey,47607,75000,86000,80500,PHD,Python,R,Machine Learning,PhD,,,,,,,,,,,,,,,,,,
65832,job_436511d5e70827ad,Data Scientist,Data Scientist,Junior,Remote,University of Wisconsinâ€“Madison,Wisconsin,46009,82000,82000,82000,Master,Access,Office,SQL,Python,Azure,Master,,,,,,,,,,,,,,,,
65846,job_ce5a010a12561d58,Software Engineer - Applied AI,Data Engineer,Junior,Remote,S&P Global,North Carolina,43757,58300,115850,87075,Bachelor,React,Artificial Intelligence,Chat GPT,Java,Bachelor,Python,C#,Agile,,,,,,,,,,,,,,
65860,job_e934c12f9e34b089,Postdoctoral Researcher - Materials Science - Machine Learning,ML/AI Engineer,Junior,On_Site,Lawrence Livermore National Laboratory,California,46181,108840,108840,108840,PHD,Matlab,CPA,C++,Tensor Flow,Machine Learning,Java,Python,R,PhD,,,,,,,,,,,,,
65887,job_05fdd78aec2d7b6b,Data Scientist,Data Scientist,Junior,Remote,Vetro Tech Inc,Ohio,45013,84000,98000,91000,Not specified,Tableau,C++,SQL,Java,Python,R,Hadoop,,,,,,,,,,,,,,,
65920,job_40705634b637041a,Data Scientist,Data Scientist,Junior,Remote,State of Wisconsin,Wisconsin,46009,71760,84640,78200,Not specified,Tableau,Office,Power BI,Python,R,,,,,,,,,,,,,,,,,
65921,job_8b72ebb1ba8e6df6,Data Scientist,Data Scientist,Junior,On_Site,"Stifel, Nicolaus & Co., Inc.",New York,46909,100000,100000,100000,Bachelor,Excel,SQL,Bachelor,Python,R,,,,,,,,,,,,,,,,,
65938,job_975943899890c253,Data Scientist,Data Scientist,Junior,Remote,Booz Allen Hamilton,Virginia,43921,58400,133000,95700,Master,Tableau,C++,SQL,Java,Bachelor,Python,R,C#,Master,,,,,,,,,,,,,
66000,job_c542f589d746f3aa,836446 - Environmental Data Staff Scientist,Data Scientist,Junior,On_Site,Geosyntec Consultants,California,46181,64480,64480,64480,Bachelor,Excel,Access,Word,SQL,Bachelor,Python,VBA,,,,,,,,,,,,,,,
66038,job_ea46e105de32dc28,Data Scientist,Data Scientist,Junior,Hybrid,Parsons,Maryland,43229,59300,103800,81550,Master,JavaScript,Tensor Flow,Docker,Bachelor,Python,R,Master,,,,,,,,,,,,,,,
66041,job_1378c6c218045170,MATERNAL AND CHILD HEALTH DATA SCIENTIST/EPIDEMIOLOGIST,Data Scientist,Junior,On_Site,The State of New Hampshire,New Hampshire,48697,62576,89154,75865,Master,Access,R,Master,Bachelor,,,,,,,,,,,,,,,,,,
66055,job_0e3f1c9bbbd1313b,Data Analyst,Data Analyst,Junior,Remote,Booz Allen Hamilton,California,46181,65300,149000,107150,Bachelor,Excel,Bachelor,,,,,,,,,,,,,,,,,,,,
66061,job_a37e1d8bd84edb07,Assistant Statistical Analyst,Statistician/Mathemathics,Junior,On_Site,Pearson,Connecticut,48924,53500,58500,56000,Bachelor,Word,Office,Bachelor,Python,C#,English,,,,,,,,,,,,,,,,
66084,job_f61aff9bd466a3f2,Data Analystand ML Developer,ML/AI Engineer,Junior,On_Site,Neotech solutions,New York,46909,92000,101200,96600,Not specified,,,,,,,,,,,,,,,,,,,,,,
66125,job_2e6174819a92ad5c,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Schweitzer Engineering Laboratories,Washington,44377,69100,108100,88600,Bachelor,C#,Machine Learning,Bachelor,,,,,,,,,,,,,,,,,,,
66133,job_1b0f822a237e04b0,Machine Learning Engineer,ML/AI Engineer,Junior,Hybrid,Mediacom Communications Corporation,New York,46909,60000,85000,72500,Bachelor,SQL,Machine Learning,Java,Bachelor,Python,R,,,,,,,,,,,,,,,,
66143,job_3cddf7c529cebcf0,Data Scientist,Data Scientist,Junior,On_Site,Cintra US,Texas,43376,82800,82800,82800,Master,Tableau,SQL,Python,R,Spark,Master,,,,,,,,,,,,,,,,
66149,job_ab22dcd12f38aec8,Data Automation & Analytics Assistant,Data Analyst,Junior,On_Site,Adopt A Highway Maintenan,California,46181,40480,51520,46000,Bachelor,Artificial Intelligence,Office,SQL,Power BI,Bachelor,Python,Power Apps,,,,,,,,,,,,,,,
66150,job_d67a8cc0852951e0,Data Science,Data Scientist,Junior,On_Site,PTS Consulting Services,Florida,46837,55200,73600,64400,Bachelor,Python,Spark,SQL,Bachelor,,,,,,,,,,,,,,,,,,
66154,job_e2d92c8a3afb9403,Data Scientist,Data Scientist,Junior,On_Site,CVS Health,Connecticut,48924,70000,140000,105000,Master,Bachelor,AWS,Python,R,Azure,Spark,Hadoop,Master,,,,,,,,,,,,,,
66156,job_f39b599ad502afc9,Data Scientist,Data Scientist,Junior,On_Site,CEDARS-SINAI,California,46181,78400,133100,105750,Master,Artificial Intelligence,SQL,Bachelor,Python,GitHub,R,Master,,,,,,,,,,,,,,,
66168,job_5d912f7dc827c308,Data and Policy Analyst - Statistical Programmer,Statistician/Mathemathics,Junior,On_Site,"Acumen, LLC",California,46181,50000,110000,80000,Master,Master,Bachelor,,,,,,,,,,,,,,,,,,,,
66169,job_fecfa5c751a445f1,Data Scientist,Data Scientist,Junior,Remote,DevCare Solutions,Ohio,45013,100000,110000,105000,Not specified,SQL,Tensor Flow,Machine Learning,AWS,Python,,,,,,,,,,,,,,,,,
66205,job_ccd5814b0e8be3ad,Decision Scientist (Virtual/Remote),Data Scientist,Junior,Remote,US Foods,Illinois,46247,83400,111200,97300,Bachelor,Excel,Tableau,Office,SQL,Bachelor,PowerPoint,Python,HTML,,,,,,,,,,,,,,
66236,job_759364b8009b0b32,Data Analystis Scientist,Data Scientist,Junior,Hybrid,Colorado State University,Colorado,50016,62000,64000,63000,Not specified,Python,Office,,,,,,,,,,,,,,,,,,,,
66255,job_9ff07648cef54304,Specialist I - ML Engineer,ML/AI Engineer,Junior,On_Site,UST,California,46181,90000,90000,90000,Not specified,Matlab,Artificial Intelligence,C++,Tensor Flow,Matplotlib,Python,,,,,,,,,,,,,,,,
66298,job_a43508ce32fac3cd,Statistician (Social Science),Statistician/Mathemathics,Junior,On_Site,US Office of Justice Programs,District Of Columbia,65469,78592,122459,100525.5,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
66306,job_650614119f1af122,Data Scientist,Data Scientist,Junior,On_Site,Cilable,Virginia,43921,73600,82800,78200,Not specified,Excel,Power BI,Office,,,,,,,,,,,,,,,,,,,
66307,job_830343059cf74bdc,Data Scientist,Data Scientist,Junior,On_Site,YSI,Virginia,43921,80000,85000,82500,Not specified,Power BI,,,,,,,,,,,,,,,,,,,,,
66310,job_c90dd4b1fa4b2217,Data Scientist,Data Scientist,Junior,On_Site,GenTech Associates,Virginia,43921,64400,73600,69000,Master,Excel,Power BI,Office,Master,,,,,,,,,,,,,,,,,,
66313,job_3ee1664c3119e0ca,Data Scientist,Data Scientist,Junior,Remote,Simatree,District Of Columbia,65469,80000,85000,82500,Bachelor,Excel,Access,Word,Office,Bachelor,PowerPoint,,,,,,,,,,,,,,,,
66315,job_82086b1496cb06a4,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Sunixa Solutions,Washington,44377,99967.2,111761.6,105864.4,Not specified,Python,Machine Learning,,,,,,,,,,,,,,,,,,,,
66317,job_4d1e895e0feff670,AI/ML Engineer,Data Engineer,Junior,Remote,Locana,Washington,44377,90000,115000,102500,Not specified,NumPy,Artificial Intelligence,C++,SQL,Tensor Flow,Chat GPT,Machine Learning,Java,AWS,Python,R,Pandas,Azure,SciKit,,,,,,,,
66323,job_246bc08e812cd864,Atmospheric Science Data Center Operations Support,Data Analyst,Junior,Hybrid,"ADNET Systems, Inc.",Virginia,43921,70000,100000,85000,Not specified,Agile,,,,,,,,,,,,,,,,,,,,,
66325,job_be4720c400a84c9b,Data Scientist,Data Scientist,Junior,Remote,"St Jardins - Richmond, VA",Virginia,43921,104000,104000,104000,Not specified,Excel,Power BI,Office,,,,,,,,,,,,,,,,,,,
66332,job_1d376c6e76f82075,Statistical Analyst II,Statistician/Mathemathics,Junior,On_Site,State of Nebraska,Nebraska,47520,39026.4,39026.4,39026.4,Bachelor,Excel,English,Office,Bachelor,,,,,,,,,,,,,,,,,,
66357,job_042d7555514cfd88,Data Scientist,Data Scientist,Junior,Remote,WebstaurantStore,Pennsylvania,48097,70000,110000,90000,PHD,Access,SQL,Kaggle,Python,PhD,,,,,,,,,,,,,,,,,
66366,job_4a8d7b60fc550186,Data Analystand ML Developer,ML/AI Engineer,Junior,On_Site,Laiba Technologies,New York,46909,106720,110400,108560,Not specified,Python,R,Java,,,,,,,,,,,,,,,,,,,
66368,job_440a0eca1f6877b6,Data Scientist,Data Scientist,Junior,On_Site,State of South Carolina,South Carolina,42576,45530,45530,45530,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
66373,job_b0b88d5dbbab7768,Economist/Statistician (Economics),Statistician/Mathemathics,Junior,On_Site,US Bureau of Labor Statistics,Texas,43376,50652,65846,58249,Bachelor,English,Office,Bachelor,,,,,,,,,,,,,,,,,,,
66383,job_9844a7c6f786887e,Decision Scientist,Data Scientist,Junior,On_Site,CVS Health,Texas,43376,70000,140000,105000,Master,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,,
66406,job_f7fb249d331ccf8b,Statistician,Statistician/Mathemathics,Junior,On_Site,LLX Solutions,Massachusetts,50585,79000,86000,82500,Master,Master,,,,,,,,,,,,,,,,,,,,,
66463,job_140a0887dba6246f,Data Scientist,Data Scientist,Junior,On_Site,CVS Health,Texas,43376,70000,140000,105000,Master,Tableau,SQL,Bachelor,Python,R,Master,,,,,,,,,,,,,,,,
66477,job_4dd69702ec55306e,Data Assimilation Scientist,Data Scientist,Junior,On_Site,UC San Diego,California,46181,70100,103100,86600,PHD,Bachelor,Python,HTML,PhD,Master,,,,,,,,,,,,,,,,,
66510,job_b324a1139443ef0c,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Volto Consulting,Texas,43376,92000,110400,101200,Not specified,Machine Learning,,,,,,,,,,,,,,,,,,,,,
66553,job_419f61b8896fa0aa,Statistician,Statistician/Mathemathics,Junior,On_Site,Microbial Insights Inc.,Tennessee,43446,45000,60000,52500,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
66621,job_517b2aae919054e7,Data Coordinator I - Tisch Cancer Institute,Data Analyst,Junior,On_Site,Mount Sinai,New York,46909,38335,69000,53667.5,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
66627,job_bb154a1df06ecd8b,Population Health Science Research Data Professional (12 Months Fixed Term/50% FTE),Data Analyst,Junior,On_Site,Stanford University,California,46181,53000,76000,64500,Master,R,Master,Bachelor,,,,,,,,,,,,,,,,,,,
66653,job_f7933a0e77e6461d,Data Scientist,Data Scientist,Junior,Hybrid,Qodoro BPM,Virginia,43921,93840,93840,93840,Not specified,Python,SQL,,,,,,,,,,,,,,,,,,,,
66657,job_1b585745a16542c9,Data Scientist,Data Scientist,Junior,On_Site,Veteran Engineering and Technology,District Of Columbia,65469,75000,75000,75000,Bachelor,Bachelor,,,,,,,,,,,,,,,,,,,,,
66669,job_7f9f9c4a1b5fb930,Data Scientist,Data Scientist,Junior,Remote,GenTech Associates,Virginia,43921,64400,82800,73600,Bachelor,Power BI,Bachelor,,,,,,,,,,,,,,,,,,,,
66672,job_415d4ba9c5d51bc2,Data Annotation Specialist (Bot),Data Analyst,Junior,On_Site,Tesla,California,46181,44620,44620,44620,Not specified,Artificial Intelligence,Office,,,,,,,,,,,,,,,,,,,,
66677,job_9a116895e526470c,Data Miner I,Data Analyst,Junior,On_Site,Paragon Implant MFG LLC,California,46181,31280,36800,34040,Not specified,,,,,,,,,,,,,,,,,,,,,,
66686,job_b48c4e99dcb12cbb,Data Annotation Specialist,Data Analyst,Junior,On_Site,Luck Grove Telecom Inc,New York,46909,33120,36800,34960,Not specified,,,,,,,,,,,,,,,,,,,,,,
66711,job_caec93625b745c26,"Decision Scientist, Medicare Analytics",Data Scientist,Junior,On_Site,CVS Health,New York,46909,70000,140000,105000,MBA,Tableau,MBA,SQL,Bachelor,AWS,PowerPoint,Python,Hadoop,Master,,,,,,,,,,,,,
66729,job_6c5985dff72f2509,"Jr. Applied Scientist, Minerva Analytics",Data Scientist,Junior,On_Site,Amazon.com Services LLC,California,46181,27600,27600,27600,Bachelor,Machine Learning,Bachelor,,,,,,,,,,,,,,,,,,,,
66743,job_5d26fb86dc2c60e4,Biomedical Data Science Assistant,Data Scientist,Junior,On_Site,University of Kentucky,Kentucky,42620,46806,77226,62016,Not specified,Office,,,,,,,,,,,,,,,,,,,,,
66755,job_d0cd18fbb2ea691a,Data Scientist,Data Scientist,Junior,On_Site,University of South Carolina,South Carolina,42576,54165,81247,67706,Not specified,Excel,Word,Tableau,,,,,,,,,,,,,,,,,,,
66760,job_833d8ae0aaa2f744,FIST09-2023-01644-Statistician-Cheyenne,Statistician/Mathemathics,Junior,On_Site,State of Wyoming,Wyoming,49136,61776,68640,65208,Bachelor,Word,Office,Bachelor,,,,,,,,,,,,,,,,,,,
66762,job_a299415cab265f4a,Statistical Programmer I,Statistician/Mathemathics,Junior,On_Site,Inari Medical,California,46181,90000,100000,95000,Not specified,Access,Word,Office,PowerPoint,R,Spanish,SAP,English,,,,,,,,,,,,,,
66802,job_cf1f3551508ad4fe,DATA SCIENTIST - 60011153,Data Scientist,Junior,On_Site,Florida Department of Children & Families,Florida,46837,60000,90000,75000,Not specified,Tableau,Office,SQL,Power BI,Python,R,,,,,,,,,,,,,,,,
66814,job_5c4dd39136c61e71,#10899 - Data Collection Technician,Data Analyst,Junior,On_Site,Qualitest,California,46181,36800,40480,38640,Not specified,Excel,Artificial Intelligence,Office,Machine Learning,Google Sheets,,,,,,,,,,,,,,,,,
66864,job_b9287735c6af787e,Health Statistician (Epidemiology and Information Sciences),Statistician/Mathemathics,Junior,On_Site,Leidos,California,46181,63050,130950,97000,Master,R,Master,,,,,,,,,,,,,,,,,,,,
66878,job_241df8c243405014,Postdoctoral Fellow Application of Machine Learning and Robotics,ML/AI Engineer,Junior,Hybrid,Florida Atlantic University,Florida,46837,55000,65000,60000,Not specified,Matlab,Artificial Intelligence,Office,Machine Learning,Python,,,,,,,,,,,,,,,,,
66902,job_034c73635f0c66d6,Statistician III,Statistician/Mathemathics,Junior,On_Site,Dept of State Health Services,Texas,43376,45156,73788,59472,Master,Excel,Access,Word,Office,SQL,Bachelor,PowerPoint,R,Master,,,,,,,,,,,,,
66920,job_48294b6eb7755150,SOCIAL MEDIA STATISTICIAN,Statistician/Mathemathics,Junior,Remote,L and F Windows and Doors,Florida,46837,92000,92000,92000,Not specified,,,,,,,,,,,,,,,,,,,,,,
66928,job_a675a59f4fb622fc,Data Scientist,Data Scientist,Junior,On_Site,"Applied Engineering, Inc",North Dakota,51157,60000,80000,70000,Bachelor,Excel,Tableau,Power BI,Bachelor,Python,R,,,,,,,,,,,,,,,,
66943,job_267d14310c34516e,Statistical Research and Analyst Specialist,Statistician/Mathemathics,Junior,On_Site,America's Integrity Society,Kansas,44131,55000,55000,55000,Bachelor,Excel,R,Bachelor,,,,,,,,,,,,,,,,,,,
66949,job_7d25f879c7410dd8,Data Scientist,Data Scientist,Junior,Hybrid,Mercer,Texas,43376,83000,83000,83000,Not specified,SQL,,,,,,,,,,,,,,,,,,,,,
66959,job_2322217eb8a8a479,Data Scientist,Data Scientist,Junior,On_Site,New York State Office of the Attorney General,New York,46909,90674,90674,90674,Not specified,Tableau,Office,SQL,Matplotlib,AWS,Python,R,,,,,,,,,,,,,,,
66961,job_1d7957fdef150892,Scientist I,Data Scientist,Junior,On_Site,GeneDx,Maryland,43229,85000,95000,90000,PHD,Artificial Intelligence,SQL,Tensor Flow,AWS,Python,PhD,,,,,,,,,,,,,,,,
66966,job_84fc7da1030a0bad,Data Scientist,Data Scientist,Junior,Remote,Ball Aerospace,Colorado,50016,81000,100500,90750,Master,Python,R,Master,Bachelor,,,,,,,,,,,,,,,,,,
67012,job_e28a8a34c689b96f,Research Scientist / Statistician [Education & Public Health,Data Scientist,Junior,Hybrid,"Far Harbor, LLC",Texas,43376,92000,124000,108000,PHD,PhD,Master,,,,,,,,,,,,,,,,,,,,
67021,job_71e38c5ad29f889b,Athletics Events Staff / Statistician (Part-Time),Statistician/Mathemathics,Junior,On_Site,"York College, City University of New York...",New York,46909,27600,27600,27600,Not specified,Access,Italian,,,,,,,,,,,,,,,,,,,,
67028,job_35d86ddad21eb294,Data/Research Scientist (Hybrid),Data Scientist,Junior,Hybrid,Parsons,Maryland,43229,59300,103800,81550,Master,Tensor Flow,Airflow,Docker,Bachelor,Python,Spark,SciKit,Master,,,,,,,,,,,,,,
67044,job_eb526c4b51a9f1c6,Data Annotation - Chinese Speaking,Data Analyst,Junior,On_Site,CIeNET International,Washington,44377,57500,77280,67390,Bachelor,Python,Chinese,Bachelor,,,,,,,,,,,,,,,,,,,
67046,job_477dbfbc292d9c5e,Data Scientist,Data Scientist,Junior,Hybrid,Blizzard Entertainment,California,46181,71300,131906,101603,PHD,Google Cloud,Artificial Intelligence,C++,SQL,Machine Learning,Java,AWS,Python,PhD,C#,Azure,Master,,,,,,,,,,
67087,job_d2cd8b8e0e3d1b81,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Nielsen,New York,46909,66000,140000,103000,Bachelor,Tensor Flow,Machine Learning,Bachelor,Python,AWS,Streamlit,Spark,Deep Learning,,,,,,,,,,,,,,
67088,job_5612b0d40ee4383d,Data Scientist,Data Scientist,Junior,On_Site,SciTec,Alabama,41618,70000,135000,102500,Not specified,Tableau,Artificial Intelligence,Office,SQL,Power BI,Python,R,,,,,,,,,,,,,,,
67091,job_82807857e327c2d7,Data Scientist,Data Scientist,Junior,Remote,AdTheorent,New York,46909,95000,105000,100000,Not specified,SQL,Machine Learning,Java,Matplotlib,Python,Hadoop,Spark,,,,,,,,,,,,,,,
67092,job_cd0732da16fdf96e,AI Architect,Data Engineer,Junior,On_Site,Vandved Search,New Jersey,47607,73600,119600,96600,Not specified,Google Cloud,Artificial Intelligence,Tensor Flow,Chat GPT,AWS,Python,Azure,Agile,,,,,,,,,,,,,,
67106,job_dfd07f8f3b4b8cba,Statistician III-60015716,Statistician/Mathemathics,Junior,On_Site,State of South Carolina,South Carolina,42576,45530,45530,45530,Not specified,Access,Office,,,,,,,,,,,,,,,,,,,,
67111,job_048db9f366baf916,Data Scientist,Data Scientist,Junior,Remote,Caelum Research Corporation,Maryland,43229,90000,105000,97500,Not specified,Python,Artificial Intelligence,SQL,,,,,,,,,,,,,,,,,,,
67114,job_e3a328b670132f0f,Data Scientist,Data Scientist,Junior,On_Site,"TechData Service Company, LLC",Massachusetts,50585,100261.6,100261.6,100261.6,PHD,Machine Learning,Python,PhD,English,Master,,,,,,,,,,,,,,,,,
67115,job_f291a46948519b2f,Data Scientist,Data Scientist,Junior,Remote,BrainStation,New York,46909,90000,120000,105000,Bachelor,Excel,Tableau,Google Cloud,SQL,Seaborn,Tensor Flow,Matplotlib,Bachelor,AWS,R,Hadoop,Spark,Agile,,,,,,,,,
67118,job_30f68d36c272e2a1,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Sunixa Solutions,Washington,44377,101200,110400,105800,Master,Artificial Intelligence,SQL,JavaScript,Power BI,Neural Network,Machine Learning,Tensor Flow,Docker,Bachelor,AWS,Python,R,Azure,Spark,Hadoop,Master,,,,,,
67119,job_04b7fe5b748074c5,Artificial Intelligence (AI) Engineer/Machine Learning,ML/AI Engineer,Junior,On_Site,MyHHub,California,46181,60000,100000,80000,Bachelor,Artificial Intelligence,SQL,Machine Learning,Bachelor,Python,,,,,,,,,,,,,,,,,
67125,job_feecfac04d408e2b,Data Scientist,Data Scientist,Junior,Remote,SBLI,Massachusetts,50585,50000,50000,50000,Bachelor,SQL,Machine Learning,Bachelor,Python,R,Databricks,C#,Azure,,,,,,,,,,,,,,
67126,job_0e4b2e6e6358e569,Artificial Intelligence Engineer,ML/AI Engineer,Junior,On_Site,"Trinity Sterile, Inc.",Maryland,43229,60000,80000,70000,Bachelor,Google Cloud,Artificial Intelligence,C++,SQL,Tensor Flow,Java,Docker,Bachelor,ERP,AWS,Python,Azure,Spark,Hadoop,,,,,,,,
67141,job_6476cd9e9ffb5465,Machine Learning Engineer,ML/AI Engineer,Junior,On_Site,Tech Consulting,District Of Columbia,65469,64400,64400,64400,Master,Tableau,NumPy,Artificial Intelligence,SQL,Seaborn,Power BI,Machine Learning,Java,Matplotlib,Python,R,Pandas,Master,,,,,,,,,
67158,job_9ec6bc6b01d5b5c0,Artificial Intelligence Analyst - National Security Field,ML/AI Engineer,Junior,Remote,Xcellent Technology Solutions,Virginia,43921,100000,105000,102500,Not specified,Artificial Intelligence,Docker,,,,,,,,,,,,,,,,,,,,
67161,job_3eb5ae26d7fce374,Data Scientist,Data Scientist,Junior,On_Site,Aerojet Rocketdyne,California,46181,83000,113000,98000,Bachelor,Excel,SQL,Bachelor,PowerPoint,.NET,VBA,Oracle,Qlik,ERP,,,,,,,,,,,,,
